If	Then	Confidence
B00BZ5S9QG	B00GN3KC6U	0.67
B07DC8BR3B	B00CXOLAWI	1.00
B00R9X97YG	B004AI3XUM	1.00
B000000XB8	B07D1TRJ94	1.00
B00ZPFA8T8	B01N8VPAQG	1.00
B008DD51O6	B008DD510A	1.00
B000KL36EQ	B0009H5GWQ	1.00
B074MNNW5T	B01KU4LRW0	1.00
B07C54FVYJ	B01KWX8NU8	1.00
B01LX9T2O1	B00W9DYBDS	1.00
B0042Z74VM	B00I5RBJ32	0.50
B000H3NRPK	B00MDU0XCA	0.67
B00YS65KTS	B00F8JH15U	0.67
B008DD5114	B00YS65KTS	1.00
B0087UHZ9O	B000H3T5HO	1.00
B07D1TRJ94	B003AIKE6E	0.83
B07D1TRJ94	B01D10RT22	0.83
B07LBZVCQT	B01LQP6VTG	0.67
B00BZ5PE64	B00BMDAEHS	1.00
B00OQ7R9DE	B013Y79ZJ2	1.00
B07BXKYRN6	B07DC8BR3B	1.00
B01EV7JN5K	B01N2OZV41	0.67
B00MDU0X7A	B07532QVC5	1.00
B07BT98MVN	B005TS13Y0	1.00
B00WO3ML6C	B01EV7JN5K	1.00
B002N3CE0Q	B07KGHTC97	0.67
B00NVKOEV2	B00LCVVDOI	1.00
B00T6JFPBK	B074MNNW5T	1.00
B07B7L8C6K	B000H3VFLS	0.67
B07CKZVG19	B015LYRCFK	1.00
B00BG34FKG	B07JKZR4BP	0.67
B07C27N7WM	B01H5RFYT2	1.00
B00W9DYAIY	B003AIKE3C	1.00
B00KQF64EU	B00YD39QS2	1.00
B01NAZEPPF	B0030552C8	1.00
B07D1TRJ94	B002YAGIOG	0.83
B0087UHZ9O	B000H3NRPK	1.00
B003QHZDW4	B000H3NRPK	1.00
B003AIKE6E	B00P2D5U7I	1.00
B00R9X97YG	B003A8H7NW	1.00
B007P28FN0	B003AIKE3C	1.00
B01EV7JN5K	B07CRWD727	0.67
B00BM5RUNM	B00BG34G3C	0.67
B003QHZAKO	B002UDUPP0	1.00
B003AIKE3C	B000000XB8	1.00
B07KGHTC97	B00NVKOEV2	1.00
B00UM239Y0	B074N78SXG	0.67
B00YS65KTS	B074MN5RRD	0.67
B00KQF4VZY	B00YD39QS2	0.67
B00BZ5S9TI	B002KJ3A74	0.67
B000000XB8	B07CM33RK6	1.00
B00IP8Q9KE	B00WFAGA7A	0.67
B00IMSWSZ2	B00BZ5PE64	0.67
B003QHZDW4	B00236ZCMK	1.00
B07BT98MVN	B013O1T4NA	1.00
B07B7L8C6K	B00FB3JHVO	1.00
B01KBF01FM	B003A7PB5Y	1.00
B07BR6RMYS	B00001TOXD	0.75
B012S37HQ6	B003AIKE6E	1.00
B000HG8XXS	B01KWX8NU8	1.00
B012S37HQ6	B01D10RT22	1.00
B01HNOIS4A	B07D1TRJ94	1.00
B01FQUHACY	B01FI68VQA	1.00
B00R9X97YG	B00JMBDTWO	1.00
B003A7PB5Y	B06XRSGM2R	1.00
B001EVXRE0	B00YD39QS2	1.00
B00BZ5PE64	B00IMSWSZ2	1.00
B00NVKOEV2	B002UDUPP0	1.00
B00YS65KTS	B008DD5114	0.67
B00MDU0XCA	B07C54FVYJ	0.50
B074MNNW5T	B00WO3ML6C	1.00
B00236ZCMK	B000A0UO0G	0.60
B01NAZENBS	B015LYRCFK	1.00
B07C54FVYJ	B00BZ5S9TI	1.00
B07KGHWV65	B002B57MA8	1.00
B001RNO30W	B003AIKE3C	1.00
B003QHZDW4	B07C54FVYJ	0.67
B000A0UO0G	B00322XV8Q	0.50
B004661X8W	B000PLTLNG	1.00
B01LX9T2O1	B01M3R75G6	1.00
B005TS13Y0	B07D1TRJ94	1.00
B012S37HQ6	B002YAGIOG	1.00
B01H5RFYT2	B074MNNW5T	1.00
B000H3T5HO	B00BG34G3C	0.86
B00BMDAEHS	B00LCVVDOI	1.00
B00FB3JHVO	B00JMBDTWO	0.67
B01FR8IDFI	B016C9GLBY	1.00
B07J4VF2C8	B01FR8IDFI	1.00
B00001TOXD	B000H3T5HO	0.75
B015GPJF2C	B00BJH4NWO	0.67
B00YS65KTS	B011W56OXS	1.00
B07BT98MVN	B00W9DYBDS	1.00
B07C54FVYJ	B015GPJF2C	1.00
B07C27N7WM	B00OQ7R9DE	1.00
B01C375RCI	B000H67LEA	1.00
B07BRDZVK2	B004GGU9QY	1.00
B003QHZAKO	B003ITL74S	1.00
B07KGHTC97	B000H3T5HO	1.00
B07JKZR4BP	B07FXN39TM	0.50
B003A8H7NW	B00FB3JHVO	1.00
B00KX22PBC	B01LX9T2O1	1.00
B00236ZCMK	B00MDU0XCA	0.80
B074MN5RRD	B06WW5SZLV	1.00
B00001TOXD	B000H3NRPK	0.62
B07JKZR4BP	B019NGYG2E	0.50
B003QHZARM	B00KQF4VZY	1.00
B07C27N7WM	B013Y79ZJ2	1.00
B011W56OXS	B003IC4W6A	1.00
B00BMDAEHS	B002UDUPP0	1.00
B00322XV8Q	B000H3NRPK	1.00
B00TDNNUMK	B000HG8XXS	1.00
B00BZ5S9QG	B01LQP6VTG	0.67
B015GPJF2C	B003ITL74S	0.67
B0009S6TJY	B00IMSX0QS	1.00
B0084Z6WUK	B00CXOLAWI	1.00
B000A0UO0G	B07BR6RMYS	0.75
B003QHZDW4	B07BP31RLV	0.67
B00YD39QS2	B004AI3XUM	1.00
B07JHBBGQ9	B004AI3XUM	1.00
B07KGHTC97	B000H3NRPK	1.00
B07KGHWV65	B001E2R2M2	1.00
B01FR8IDFI	B07C27N7WM	0.67
B01ENRXHLO	B01KU4LRW0	1.00
B000H67LEA	B000A0UO0G	0.75
B01I5QJDZ8	B011W56OXS	1.00
B074N78SXG	B00UM239Y0	1.00
B00LCVVDOI	B00MDU0XCA	0.60
B07KGHTC97	B00236ZCMK	1.00
B000000XB8	B00318CBS2	1.00
B01H5RFYT2	B01I5QJDZ8	0.67
B001SES07C	B01D10RT22	1.00
B004GGU9QY	B07C5F6YDF	1.00
B07D1TRJ94	B01LX9T2O1	0.83
B01KWX8NU8	B003ITL74S	0.67
B07BT98MVN	B01M3R75G6	1.00
B07D1TRJ94	B001RNO30W	0.83
B0042ZG2K6	B00MDU0XCA	0.67
B07C54FVYJ	B002UDUPP0	1.00
B00YD39QS2	B000PLTLNG	1.00
B01KBF01FM	B01KU4LRW0	1.00
B01N2OZV41	B00T6JFPBK	1.00
B00YS65KTS	B01FI68VQA	0.67
B00XK4XML2	B07DYQXKWY	1.00
B07JHBBGQ9	B000PLTLNG	1.00
B00BZ5S9TI	B01LQP6VTG	0.67
B01NC0E9X4	B01N6X67A8	1.00
B001EVXRE0	B003A8H7NW	1.00
B00XK4XML2	B07BSV262S	1.00
B01ENRXHLO	B003E8ZORY	1.00
B008DD5114	B003A7PB5Y	1.00
B01KWX8NU8	B00BZ5S9TI	0.50
B00MDU0XCA	B00IMSWSZ2	0.75
B07JKZR4BP	B076QJBZ9B	0.50
B00IMSWSZ2	B00NVKOEV2	0.67
B000HG8XXS	B00LCVVDOI	1.00
B00WO3ML6C	B06WW5SZLV	1.00
B000H3NRPK	B01KWX8NU8	0.83
B000H67LEA	B0087UKLR2	0.50
B00BMDAEHS	B07LBZVCQT	0.67
B01C8MOSSC	B0089B1YSE	1.00
B07J4VF2C8	B06XRSGM2R	1.00
B01KWX8NU8	B0042U3F6A	0.50
B00322XV8Q	B0042U3F6A	1.00
B074N78SXG	B00IKCMPAS	1.00
B00BM5RUNM	B000H3T5HO	1.00
B07CRWD727	B01H5RFYT2	1.00
B01C8MOSSC	B00IKCMPB2	1.00
B012S37HQ6	B01LX9T2O1	1.00
B015GPJF2C	B07BR6RMYS	0.67
B000PLTLNG	B003A8H7NW	0.67
B00JMBDN8O	B000H3VFLS	0.67
B01IVEI1WA	B06XRSGM2R	1.00
B019NGYG2E	B00BG34G3C	1.00
B00KQF64EU	B00FB3JHVO	1.00
B00WO3ML6C	B01N2OZV41	0.67
B000HG8XXS	B002UDUPP0	1.00
B07LBZVCQT	B00MDU0XCA	1.00
B002B57MA8	B003ITL74S	0.67
B00CXOLAWI	B076BQDH8N	1.00
B00NVKOEV2	B002N3CE0Q	0.67
B00NVKOEV2	B00BZ5S9QG	0.67
B07C54FVYJ	B003ITL74S	1.00
B07C9RTFWS	B07C54FVYJ	0.67
B00BIGBAEK	B00IKCMPB2	1.00
B01KBF01FM	B00WO3ML6C	1.00
B07JHBBGQ9	B00JMBDN8O	1.00
B00BG34FKG	B00BG34G3C	1.00
B00BG34FKG	B00001TOXD	1.00
B003QHZAKO	B001E2R2M2	1.00
B00IP8Q9KE	B00BMDAEHS	0.67
B007P28FN0	B009A882D0	1.00
B01LF76SJS	B00KX22PBC	1.00
B00S50FSH2	B014DPDHCA	1.00
B01LF76SJS	B001RNO30W	1.00
B01FI68VQA	B01FR8IDFI	1.00
B00KX22PBC	B07CM33RK6	1.00
B013Y79ZJ2	B00T6JFPBK	0.67
B003E8ZORY	B00T6JFPBK	0.67
B01KU4LRW0	B00F8JH15U	0.67
B07CM33RK6	B07BRDZVK2	1.00
B013Y79ZJ2	B00I5RKX02	0.67
B00W9DYAIY	B004GGU9QY	1.00
B00F8JH15U	B00I5RKX02	1.00
B000A0UO0G	B076QJBZ9B	0.50
B009A882D0	B07C5F6YDF	1.00
B07BRDZVK2	B07C5F6YDF	1.00
B07C5F6YDF	B001SES07C	1.00
B0006GK6YS	B07532QVC5	1.00
B07DC8BR3B	B0056YN2CS	1.00
B00YS65KTS	B01FR8IDFI	1.00
B000H3NRPK	B00IMSWSZ2	0.50
B002UDUPP0	B00IP8Q9KE	0.50
B00MDU0XCA	B000A0UO0G	0.50
B000H3VFLS	B00KQF4VZY	1.00
B07BT98MVN	B002YAGIOG	1.00
B0765CR135	B003IC4W6A	1.00
B001V51SIG	B01FR8IDFI	1.00
B007KFQ3E0	B00W9DYAIY	1.00
B00T6JFPBK	B003E8ZORY	1.00
B01LQP6VTG	B07C54FVYJ	0.67
B0087UKLR2	B00BG34G3C	0.67
B002B4EAZY	B00LCVVDOI	1.00
B001SES07C	B01LX9T2O1	1.00
B01IVEI1WA	B003A7PB5Y	1.00
B07JKZR4BP	B07C54FVYJ	0.50
B01BVF5CN2	B07CKZVG19	1.00
B075VFSLF2	B00KQF4VZY	1.00
B008DD5114	B01KU4LRW0	1.00
B000ZQ667A	B007FPQ3TU	1.00
B015LYRCFK	B00UM239Y0	1.00
B01KU4LRW0	B008DD5114	0.67
B00318CBS2	B07BRDZVK2	1.00
B06WW5SZLV	B008DD51O6	1.00
B000A0UO0G	B00004U3SS	0.50
B00BJH3JT2	B000HG8XXS	1.00
B07BR6RMYS	B000H3T5HO	1.00
B003E8ZORY	B003A7PB5Y	1.00
B013Y79ZJ2	B01H5RFYT2	1.00
B01FR8IDFI	B0765CR135	0.67
B009A882D0	B000000XB8	1.00
B008DD51O6	B00I5RKX02	0.67
B007L016BO	B00J4JWL4G	1.00
B07BRDZVK2	B000000XB8	1.00
B000A0UO0G	B00BG34FKG	0.75
B0087UHZ9O	B01KWX8NU8	1.00
B00NVKOEV2	B00WFAGA7A	0.67
B06WW5SZLV	B01H5RFYT2	1.00
B003AIKE6E	B007P28FN0	1.00
B003A7PB5Y	B00WO3ML6C	1.00
B00IP8Q9KE	B07BR6RMYS	0.67
B074N78SXG	B0089B1YSE	1.00
B008DD51O6	B01ENRXHLO	0.67
B01LF76SJS	B07D1TRJ94	1.00
B008DD51O6	B01EV7JN5K	1.00
B00BJH25Y2	B00LCVVDOI	1.00
B012S37HQ6	B004GGU9QY	1.00
B004GGU9QY	B003AIKE3C	1.00
B01KWX8NU8	B002N3CE0Q	0.50
B01HNOIS4A	B07BT98MVN	1.00
B01KWX8NU8	B00BZ5S9QG	0.50
B01H5RFYT2	B016C9GLBY	1.00
B01HNOIS4A	B007P28FN0	1.00
B012S37HQ6	B07CM33RK6	1.00
B00BM5RUNM	B000H3NRPK	0.67
B01N2OZV41	B0765CR135	1.00
B074MNNW5T	B00T6J4IQI	0.67
B07C9RTFWS	B00IMSWSZ2	0.67
B07JKZR4BP	B07BP31RLV	0.50
B00KX22PBC	B07BRDZVK2	1.00
B00236ZCMK	B00001TOXD	1.00
B008DD51O6	B01IVEI1WA	0.67
B01HNOIS4A	B007KFQ3E0	1.00
B007KFQ3E0	B013O1T4NA	1.00
B003AIKE6E	B001SES07C	1.00
B0765CR135	B06XRSGM2R	1.00
B07BP31RLV	B00236ZCMK	1.00
B000A0UO0G	B0042ZG2K6	0.50
B07JKZR4BP	B000H3NRPK	1.00
B002UDUPP0	B002N3CE0Q	0.50
B01KU4LRW0	B01KBF01FM	0.67
B002KJ3A74	B07LBZVCQT	0.67
B015LYRCFK	B00IKCMPAS	1.00
B005TS13Y0	B007P28FN0	1.00
B07C54FVYJ	B001E2R2M2	1.00
B002KJ3A74	B00LCVVDOI	0.67
B00BJH25Y2	B002UDUPP0	1.00
B01N8VPAQG	B00MDU0X7A	1.00
B00WFAGA7A	B003QHZDW4	1.00
B00009NQW1	B00567KJ6C	1.00
B07JKZR4BP	B00236ZCMK	1.00
B005TS13Y0	B007KFQ3E0	1.00
B001E2R2M2	B00BG34FKG	0.75
B00NVKOEV2	B015GPJF2C	0.67
B00J9C5US2	B01C8MOSSC	1.00
B008DD51O6	B01H5RFYT2	1.00
B0087UHZ9O	B00BZ5S9TI	1.00
B00W9DYBDS	B07BT98MVN	1.00
B001V51SIG	B06XRSGM2R	1.00
B07J4VF2C8	B01EV7JN5K	1.00
B01FR8IDFI	B074MNNW5T	1.00
B01LQP6VTG	B00GN3KC6U	0.67
B01H5RFYT2	B07C27N7WM	0.67
B00IP8Q9KE	B00BG34G3C	1.00
B00W9DYBDS	B007P28FN0	1.00
B007KFQ3E0	B00W9DYBDS	1.00
B01FR8IDFI	B06XRSGM2R	1.00
B005TS13Y0	B001SES07C	1.00
B008DD51O6	B00WO3ML6C	1.00
B011W56OXS	B01EV7JN5K	1.00
B007FPQ3TU	B00IMSX0QS	1.00
B00T6J4IQI	B01FR8IDFI	1.00
B00IP8Q9KE	B00BG34FKG	1.00
B01KBF01FM	B00F8JH15U	1.00
B005TS13Y0	B01D10RT22	1.00
B07C9RTFWS	B002UDUPP0	0.67
B01ENRXHLO	B074MN5RRD	1.00
B00236ZCMK	B003QHZDW4	0.60
B01N2OZV41	B008DD510A	1.00
B00FB3JHVO	B075FY33QD	0.67
B06WW5SZLV	B013Y79ZJ2	1.00
B07KGHTC97	B01KWX8NU8	1.00
B01IVEI1WA	B01KU4LRW0	1.00
B07JKZR4BP	B00IMSWSZ2	0.75
B000YPMJF0	B001E2R2M2	1.00
B003AIKE6E	B005TS13Y0	1.00
B01KU4LRW0	B01FI68VQA	0.67
B00236ZCMK	B00NVKOEV2	0.60
B00W9DYAIY	B07C5F6YDF	1.00
B00BZ5S9QG	B002KJ3A74	0.67
B0006GK6YS	B000WNL1G2	1.00
B01FI68VQA	B00YS65KTS	1.00
B001SES07C	B004GGU9QY	1.00
B00009NQW1	B0084Z6WUK	1.00
B07BR6RMYS	B00BZ5S9TI	0.50
B00IP8Q9KE	B00BZ5PE64	0.67
B00R9X97YG	B000H3VFLS	1.00
B074MNNW5T	B011W56OXS	1.00
B000H67LEA	B00BG34G3C	0.50
B009A882D0	B003AIKE3C	1.00
B00W9DYBDS	B00W9DYAIY	1.00
B01KU4LRW0	B01C7YZN1C	0.67
B07BRDZVK2	B003AIKE3C	1.00
B07J4VF2C8	B01H5RFYT2	1.00
B01EV7JN5K	B07C27N7WM	0.67
B00BMDAEHS	B00GN3KC6U	0.67
B00BJH3JVA	B000YPMJF0	1.00
B0087UHZ9O	B00LCVVDOI	1.00
B003AIKE6E	B013O1T4NA	1.00
B06XRSGM2R	B00T6J4IQI	0.67
B008DD51O6	B00OQ7R9DE	1.00
B012S37HQ6	B07BRDZVK2	1.00
B003QHZDW4	B002KJ3A74	0.67
B00SOFZTCW	B000ZQ667A	1.00
B000H3VFLS	B001EVXRE0	1.00
B007P28FN0	B07BT98MVN	1.00
B01C7YZN1C	B00T6JFPBK	1.00
B01FQUHACY	B01ENRXHLO	1.00
B07J4VF2C8	B00WO3ML6C	1.00
B00IKCMPB2	B01NAZEPPF	1.00
B001RNO30W	B07C5F6YDF	1.00
B01D10RT22	B07C5F6YDF	1.00
B007KFQ3E0	B01M3R75G6	1.00
B07J4VF2C8	B01N2OZV41	1.00
B01KU4LRW0	B01FQUHACY	0.67
B00BJH4NWO	B001E2R2M2	1.00
B00GN3KC6U	B002N3CE0Q	1.00
B00GN3KC6U	B00BZ5S9QG	1.00
B01IVEI1WA	B00WO3ML6C	1.00
B00IMSX0QS	B00SOFZTCW	1.00
B01LF76SJS	B00318CBS2	1.00
B01FQUHACY	B01IVEI1WA	1.00
B00W9DYAIY	B000000XB8	1.00
B002KJ3A74	B07FXN39TM	0.67
B01NAZENBS	B07CKZVG19	1.00
B001RNO30W	B07BT98MVN	1.00
B003AIKE6E	B00W9DYBDS	1.00
B0087UHZ9O	B002UDUPP0	1.00
B01FR8IDFI	B003A7PB5Y	1.00
B06XRSGM2R	B074MN5RRD	0.67
B00W9DYBDS	B005TS13Y0	1.00
B019NGYG2E	B000H3T5HO	1.00
B00MDU0XCA	B00BZ5PE64	0.50
B009A882D0	B07BRDZVK2	1.00
B074MNNW5T	B07CRWD727	0.67
B01ENRXHLO	B06XRSGM2R	1.00
B002KJ3A74	B0042ZG2K6	0.67
B01FI68VQA	B074MNNW5T	1.00
B07JKZR4BP	B000A0UO0G	0.50
B07KGHTC97	B015GPJF2C	1.00
B00BZ5PE64	B00NVKOEV2	1.00
B00236ZCMK	B00IP8Q9KE	0.60
B07J4VF2C8	B00OQ7R9DE	1.00
B01I5QJDZ8	B01ENRXHLO	1.00
B000H3T5HO	B07JKZR4BP	0.57
B00NVKOEV2	B00BMDAEHS	0.67
B01H5RFYT2	B07J4VF2C8	0.67
B00T6JFPBK	B074MN5RRD	1.00
B003A8H7NW	B00R9X97YG	1.00
B00BG34FKG	B000H3T5HO	1.00
B00IKCMPAS	B00IKCMPB2	1.00
B003AIKE6E	B01LF76SJS	1.00
B01KU4LRW0	B01FR8IDFI	1.00
B00W9DYBDS	B013O1T4NA	1.00
B075VFSLF2	B075FY33QD	0.67
B00IMSWSZ2	B019NGYG2E	0.67
B01NC0KC30	B00IKCMPAS	1.00
B01D10RT22	B000000XB8	1.00
B07J4VF2C8	B013Y79ZJ2	1.00
B00I5RKX02	B008DD51O6	1.00
B074QMGVML	B01KWX8NU8	1.00
B001EVXRE0	B00JMBDN8O	1.00
B01I5QJDZ8	B01IVEI1WA	1.00
B06XRSGM2R	B011W56OXS	1.00
B015LYRCFK	B074N78SXG	1.00
B01N2OZV41	B074MNNW5T	1.00
B00W9DYAIY	B01HNOIS4A	1.00
B001RNO30W	B00W9DYAIY	1.00
B01ENRXHLO	B01FI68VQA	1.00
B003IC4W6A	B06WW5SZLV	1.00
B00WO3ML6C	B01FI68VQA	0.67
B00BG34FKG	B01LQP6VTG	0.50
B07KGHWV65	B00BG34FKG	1.00
B01FI68VQA	B01EV7JN5K	1.00
B07JKZR4BP	B00MDU0XCA	1.00
B01C375RCI	B000H3NRPK	1.00
B00YS65KTS	B00I5RKX02	0.67
B074MN5RRD	B01FR8IDFI	1.00
B00WO3ML6C	B01C7YZN1C	0.67
B00BZ5PE64	B000H3T5HO	1.00
B00BJH25Y2	B001E2R2M2	1.00
B01H5RFYT2	B00YS65KTS	1.00
B00GN3KC6U	B00WFAGA7A	1.00
B001RNO30W	B01HNOIS4A	1.00
B00YS65KTS	B01ENRXHLO	0.67
B003AIKE3C	B07BT98MVN	1.00
B01EV7JN5K	B008DD510A	1.00
B00BG34G3C	B000H3T5HO	1.00
B01H5RFYT2	B0765CR135	0.67
B01C375RCI	B00236ZCMK	1.00
B0042ZG2K6	B076QJBZ9B	0.67
B07BR6RMYS	B00BZ5S9QG	0.50
B00BJH3JT2	B001E2R2M2	1.00
B003VR4XH0	B00001TOXD	1.00
B01D10RT22	B01HNOIS4A	1.00
B00KX22PBC	B003AIKE3C	1.00
B003AIKE3C	B007P28FN0	1.00
B00T6J4IQI	B00YS65KTS	1.00
B003A8H7NW	B07B7L8C6K	1.00
B07C27N7WM	B008DD51O6	1.00
B00W9DYBDS	B01LF76SJS	1.00
B015GPJF2C	B07LBZVCQT	0.67
B00J9C5US2	B0030552C8	1.00
B00KQF4VZY	B07B7L8C6K	1.00
B004661X8W	B00KQF4VZY	1.00
B00BZ5PE64	B000H3NRPK	1.00
B001SES07C	B07C5F6YDF	1.00
B00YS65KTS	B01IVEI1WA	0.67
B00BMDAEHS	B000YPMJF0	0.67
B011W56OXS	B01N2OZV41	0.67
B000PLTLNG	B000H3VFLS	0.67
B01KBF01FM	B011W56OXS	1.00
B000000XB8	B004GGU9QY	1.00
B01FI68VQA	B01H5RFYT2	1.00
B01FR8IDFI	B01KU4LRW0	1.00
B002N3CE0Q	B019NGYG2E	0.67
B00BZ5PE64	B00236ZCMK	1.00
B00BG34G3C	B01LQP6VTG	0.50
B00W9DYAIY	B00W9DYBDS	1.00
B00IMSWSZ2	B07JKZR4BP	1.00
B00MDU0XCA	B003QHZDW4	0.75
B002B57MA8	B002UDUPP0	1.00
B01KWX8NU8	B00BMDAEHS	0.50
B01FQUHACY	B0765CR135	1.00
B008DD51O6	B003IC4W6A	1.00
B0009S6TJY	B000ZQ667A	1.00
B00JMBDTWO	B07B7L8C6K	1.00
B00001TOXD	B003ITL74S	0.62
B01BVF5CN2	B00BIGBAEK	1.00
B001V51SIG	B008DD51O6	1.00
B00CXOLAWI	B0056YN2CS	1.00
B00YS65KTS	B01H5RFYT2	1.00
B003AIKE3C	B00W9DYAIY	1.00
B00W9DYBDS	B01M3R75G6	1.00
B01EV7JN5K	B0765CR135	0.67
B00BM5RUNM	B01KWX8NU8	0.67
B00004U3SS	B000H67LEA	1.00
B000A0UO0G	B0087UKLR2	0.75
B002B57MA8	B00BZ5S9TI	0.67
B07KGHTC97	B002N3CE0Q	1.00
B07BT98MVN	B009A882D0	1.00
B07D1TRJ94	B003AIKE3C	0.83
B01FI68VQA	B01N2OZV41	1.00
B016C9GLBY	B074MN5RRD	0.67
B00BG34FKG	B0042U3F6A	0.50
B076QJBZ9B	B000H3NRPK	1.00
B00IKCMPB2	B01NC0KC30	1.00
B01C8MOSSC	B01NAZEPPF	1.00
B0056YN2CS	B00567KJ6C	1.00
B001V51SIG	B01H5RFYT2	1.00
B07BP31RLV	B002KJ3A74	1.00
B00WO3ML6C	B01FR8IDFI	1.00
B07BT98MVN	B07BRDZVK2	1.00
B076QJBZ9B	B00236ZCMK	1.00
B07C27N7WM	B001V51SIG	1.00
B001SES07C	B000000XB8	1.00
B003A7PB5Y	B074MN5RRD	0.67
B00F8JH15U	B01FR8IDFI	1.00
B00UM239Y0	B01NAZENBS	0.67
B01H5RFYT2	B06XRSGM2R	1.00
B008DD510A	B01C7YZN1C	0.67
B00TDNNUMK	B003VR4XH0	1.00
B01M3R75G6	B00P2D5U7I	1.00
B01LF76SJS	B003AIKE6E	1.00
B01LF76SJS	B01D10RT22	1.00
B002B4EAZY	B00BMDAEHS	1.00
B07LBZVCQT	B07KGHTC97	0.67
B00WFAGA7A	B00MDU0XCA	1.00
B01FR8IDFI	B00WO3ML6C	1.00
B01FI68VQA	B00OQ7R9DE	1.00
B07B7L8C6K	B004661X8W	0.67
B0056YN2CS	B07BXKYRN6	1.00
B00T6JFPBK	B011W56OXS	1.00
B003AIKE3C	B005TS13Y0	1.00
B012S37HQ6	B003AIKE3C	1.00
B00NVKOEV2	B00BG34FKG	1.00
B01FQUHACY	B008DD510A	1.00
B00BG34G3C	B001E2R2M2	1.00
B008DD510A	B016C9GLBY	1.00
B00IKCMPB2	B00UM239Y0	1.00
B01C8MOSSC	B00J9C5US2	1.00
B00YD39QS2	B00KQF4VZY	1.00
B07JHBBGQ9	B00KQF4VZY	1.00
B01NAZEPPF	B00J4JWL4G	1.00
B00YS65KTS	B00OQ7R9DE	1.00
B00BJH3JVA	B00001TOXD	1.00
B07LBZVCQT	B00BG34FKG	1.00
B07FXN39TM	B076QJBZ9B	1.00
B00BG34G3C	B0042U3F6A	0.50
B07CKZVG19	B0030552C8	1.00
B008DD51O6	B06XRSGM2R	1.00
B003AIKE3C	B013O1T4NA	1.00
B01IVEI1WA	B008DD5114	1.00
B00NVKOEV2	B00BZ5PE64	0.67
B00OQ7R9DE	B074MN5RRD	0.67
B00004U3SS	B00LCVVDOI	1.00
B005TS13Y0	B002YAGIOG	1.00
B00KQF4VZY	B00KQF64EU	0.67
B00YS65KTS	B013Y79ZJ2	1.00
B0042ZG2K6	B07JKZR4BP	0.67
B00WFAGA7A	B001E2R2M2	1.00
B000H67LEA	B00001TOXD	0.75
B075FY33QD	B07B7L8C6K	1.00
B01C7YZN1C	B01FR8IDFI	1.00
B00BZ5S9TI	B07LBZVCQT	0.67
B0765CR135	B06WW5SZLV	1.00
B001V51SIG	B013Y79ZJ2	1.00
B00BMDAEHS	B00001TOXD	1.00
B07KGHTC97	B00WFAGA7A	1.00
B00KQF4VZY	B004661X8W	0.67
B01I5QJDZ8	B07J4VF2C8	1.00
B008DD510A	B07C27N7WM	0.67
B00WFAGA7A	B00BJH25Y2	1.00
B003AIKE3C	B00W9DYBDS	1.00
B00IKCMPB2	B00IKCMPAS	1.00
B01H5RFYT2	B003A7PB5Y	1.00
B00MDU0XCA	B0087UHZ9O	0.50
B004GGU9QY	B07BT98MVN	1.00
B01N2OZV41	B01KU4LRW0	1.00
B015GPJF2C	B003S3SPZS	0.67
B00BM5RUNM	B00LCVVDOI	0.67
B00F8JH15U	B06XRSGM2R	1.00
B01LX9T2O1	B002YAGIOG	1.00
B002UDUPP0	B003ITL74S	0.67
B00GN3KC6U	B00BMDAEHS	1.00
B00FB3JHVO	B001EVXRE0	0.67
B00T6J4IQI	B01H5RFYT2	1.00
B01BVF5CN2	B01NAZENBS	1.00
B0030552C8	B00J4JWL4G	1.00
B004GGU9QY	B007KFQ3E0	1.00
B07LBZVCQT	B07JKZR4BP	1.00
B000000XB8	B07C5F6YDF	1.00
B001SES07C	B003AIKE3C	1.00
B07C5F6YDF	B00KX22PBC	1.00
B011W56OXS	B01I5QJDZ8	0.67
B00BG34FKG	B00BZ5S9QG	0.50
B003A7PB5Y	B01FI68VQA	0.67
B01BVF5CN2	B01NAZEPPF	1.00
B003E8ZORY	B00T6J4IQI	0.67
B00OQ7R9DE	B01KBF01FM	0.67
B002UDUPP0	B00BZ5S9TI	0.50
B00BIGBAEK	B0089B1YSE	1.00
B003VR4XH0	B00NVKOEV2	1.00
B002UDUPP0	B0042U3F6A	0.50
B01N2OZV41	B003E8ZORY	1.00
B002KJ3A74	B00IMSWSZ2	0.67
B003QHZDW4	B00MDU0XCA	1.00
B07J4VF2C8	B01FI68VQA	1.00
B01N2OZV41	B016C9GLBY	1.00
B00BM5RUNM	B002UDUPP0	0.67
B000H3VFLS	B004AI3XUM	1.00
B019NGYG2E	B01KWX8NU8	1.00
B004GGU9QY	B00W9DYAIY	1.00
B003A7PB5Y	B01C7YZN1C	0.67
B01FQUHACY	B074MNNW5T	1.00
B00FB3JHVO	B00KQF64EU	0.67
B01C8MOSSC	B01NC0KC30	1.00
B00CXOLAWI	B07DC8BR3B	1.00
B01LF76SJS	B01LX9T2O1	1.00
B01KU4LRW0	B00I5RKX02	0.67
B00IYP3E9W	B00284B0AK	1.00
B002N3CE0Q	B07JKZR4BP	0.67
B003AIKE3C	B01M3R75G6	1.00
B01IVEI1WA	B01FI68VQA	1.00
B07J4VF2C8	B01C7YZN1C	1.00
B003ITL74S	B00LCVVDOI	0.60
B01KU4LRW0	B01ENRXHLO	0.67
